Client Name
"ABC Soya
Acer x HMNS
Ajinomoto
APC by Schneider Electric
Astro
Authenticity ID
Avian Brands
Bango
BCA
BCA Paylater
Binus University
Biore UV
BRI
Bridestory Market by Danamon
BRImo
Buttonscarves
Chitato
City Vision
Clarks
Clear x Grab
Clozette
CSR Scarlett Whitening
Dancow UGM
Danone
Darlie
Disney
Djarum Robotic
Dove
Durex
DXI (Deep & Extreme Indonesia)
Femmy Fiber
Festival Like 2
Flip.id
Galeri 24
Garmin
Gaung Merah
Gojek
Gong Cha
Google Indonesia
Gopay Tabungan by Bank Jago
Grab
Grabmart
Greenfields
Gudang Garam
HAUS
HealthyWay Kids
Home
Honeye Lens
Hyundai
IM3
IMPLORA
Indomilk
Jago Syariah
Jenius
Kampus Merdeka
Kanzler
Kapal Api
Kemendikbud
Kemenpora
KIN Yogurt
Kitchenette
Kodomo
Lazada
Le Minerale
LG
Lifebuoy x PMI
Line Bank x Hana Bank
Maybelline
Meta
Moko Moko
Mola
Moon Chicken
Mr DIY
Ms Glow
Netflix
Nexon
Nipis Madu
NVMEE
OCBC
One Piece
Oronamin C
Ovale
Pandora Experience
Pantene
Plossa
Pocari Sweat
Pond's Men Sunscreen
Pop Mie
Posh
PT. Kreasi Antar Rupa - Ancol
Puma
R1 For Men
Royal Canin
Royco
Salonpas
Samsung
Samsung Galaxy
Samsung Galaxy Watch
Sasa
Scentplus
Soffell
Softex
Somethinc
Sony Pictures
Spotify
Sunlight
Sunpride LYFE
Sunsilk
Superbank
Teamup
Telkom Indonesia
Telkomsel
The Palace
The People's Cafe
Tiket.com
Tokopedia
Toyota
Ultramilk
Vaseline
Vidio.com"
